name,Bombs_kg,Cruise_speed_kmh,Dry_thrust_kg,Empty_weight_kg,Gross_weight_kg,Guns_mm,Height_m,Length_m,Loaded_weight_kg,Max._takeoff_weight_kg,Maximum_speed_kmh,Powerplant_kg,Powerplant_kW,Powerplant_m,Range_m,Rate_of_climb_m,Rate_of_climb_ms,Service_ceiling_m,Thrust_with_afterburner_kg,Wing_area_m,Wing_area_m2,Wing_loading_kg,Wing_loading_m2,Wingspan_m,country,year,number,status
AD Scout,NA,NA,NA,NA,NA,40,3.12,6.93,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.18,United Kingdom,1915,4,Abandoned
ADA/HAL Advanced Medium Combat Aircraft,NA,NA,NA,17277.31928,NA,NA,4.8768,17.0688,NA,29464.882728,NA,NA,NA,NA,NA,NA,228.60000000000002,18044.16,NA,NA,39.9018385,NA,NA,NA,India,NA,0,Project[1]
Aerfer Ariete,NA,NA,NA,2399.50168,NA,NA,3.048,9.4488,3534.842456,NA,NA,NA,NA,NA,NA,NA,44.434760000000004,11996.928,NA,NA,14.492868,NA,NA,7.315200000000001,Italy,1958,2,Abandoned
Aeronautica Umbra Trojani AUT.18,NA,NA,NA,2317.85512,2975.56352,NA,2.7432000000000003,8.5344,NA,NA,482.802,NA,778.5108,NA,NA,NA,NA,9997.44,NA,NA,18.673503,NA,NA,11.277600000000001,Italy,1939,1,Abandoned
AIDC F-CK-1 Ching-kuo,NA,NA,NA,NA,NA,19.9898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taiwan,1989,130,Operational
Airco DH.1,NA,NA,NA,616,NA,NA,3.46,8.83,927,NA,129.64000000000001,NA,50,NA,NA,NA,1.7,NA,NA,NA,39.6,NA,NA,12.5,United Kingdom,1915,170,Retired
Airco DH.2,NA,NA,NA,428,NA,NA,2.91,7.69,NA,654,150,NA,75,NA,NA,NA,NA,4265,NA,NA,23.13,NA,NA,8.61,United Kingdom,1915,453,Retired
Airco DH.5,NA,NA,NA,459,NA,7.7,2.78,6.71,676,NA,NA,NA,82,NA,NA,NA,NA,4878,NA,NA,19.7,NA,NA,7.83,United Kingdom,1916,552,Retired
Albatros D.II,NA,NA,NA,636.843168,NA,NA,2.4384,7.010400000000001,888.133136,NA,175.94,NA,119.31200000000001,NA,NA,NA,3.02768,5178.552000000001,NA,NA,24.526392,NA,NA,8.2296,German Empire,1916,291,Retired
Albatros D.III,NA,NA,NA,694.902944,NA,NA,2.7432000000000003,7.315200000000001,884.050808,954.81116,174.08800000000002,NA,126.769,NA,NA,NA,4.50088,5499.8112,NA,NA,23.597362,NA,NA,8.8392,German Empire,1916,1340,Retired
Albatros D.XI,NA,NA,NA,493.961688,723.025648,NA,NA,5.486400000000001,NA,NA,193.1208,NA,119.31200000000001,NA,NA,NA,NA,NA,NA,NA,18.487697,NA,NA,7.9248,German Empire,1918,2,Abandoned
Albatros L 84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany - Weimar Republic,1931,5,Abandoned
Alcock Scout,NA,NA,NA,NA,NA,NA,2.36,5.82,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,United Kingdom,1917,1,Abandoned
Anatra Anadis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.8873,NA,NA,NA,NA,NA,2.21996,NA,NA,NA,NA,NA,NA,NA,Russian Empire,1916,1,Abandoned
Ansaldo A.1 Balilla,NA,NA,NA,639.56472,884.5044,NA,2.4384,6.7056000000000004,NA,NA,225.3076,NA,164.054,NA,NA,NA,2.6416,4998.72,NA,NA,21.181884,NA,NA,7.62,Italy,1917,307,Retired
Ansaldo SVA,NA,NA,NA,680.388,1052.3334399999999,NA,2.4384,7.9248,NA,NA,225.3076,NA,149.14000000000001,NA,NA,NA,4.978400000000001,6004.56,NA,NA,24.15478,NA,NA,8.8392,Italy,1917,1245,Retired
Arado Ar 65,NA,NA,NA,NA,NA,7.924799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany - Weimar Republic,1931,85,Retired
Arado Ar 67,NA,NA,NA,NA,NA,7.924799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany - 3rd Reich,1933,1,Abandoned
Arado SD I,NA,NA,NA,848.21704,1229.23432,NA,2.7432000000000003,6.7056000000000004,NA,NA,275.19714,NA,316.9225,NA,NA,NA,10.414000000000001,7985.76,NA,NA,16.815443,NA,NA,8.2296,Germany - Weimar Republic,1927,2,Abandoned
Arado SD II,NA,NA,NA,1445.144112,1769.0088,NA,2.7432000000000003,7.315200000000001,NA,NA,234.96364,NA,395.221,NA,NA,NA,11.125200000000001,6399.8856000000005,NA,NA,23.039944,NA,NA,9.7536,Germany - Weimar Republic,1929,1,Abandoned
Arado SD III,NA,NA,NA,NA,NA,NA,3.048,7.62,NA,NA,225.3076,NA,380.307,NA,NA,NA,11.8872,NA,NA,NA,23.039944,NA,NA,9.7536,Germany - Weimar Republic,1929,1,Abandoned
Arado SSD I,NA,NA,NA,1627.034504,2029.8242,NA,3.3528000000000002,8.2296,NA,NA,280.02515999999997,NA,484.70500000000004,NA,NA,NA,11.0744,6800.088000000001,NA,NA,30.843796,NA,NA,9.7536,Germany - Weimar Republic,1930,1,Abandoned
Armstrong Whitworth A.W.16,NA,NA,NA,NA,NA,7.7,3.5,7.62,1597,NA,321.868,NA,391,NA,NA,NA,NA,8e3,NA,NA,24.2,NA,NA,10.06,United Kingdom,1930,18,Retired
Armstrong Whitworth Ara,NA,NA,NA,600,877,NA,2.39,6.17,NA,NA,242,NA,239,NA,NA,NA,11,8500,NA,NA,23.9,NA,NA,8.36,United Kingdom,1919,2,Abandoned
Armstrong Whitworth Armadillo,NA,NA,NA,568,845,NA,2.39,5.74,NA,NA,201,NA,172,NA,NA,NA,7.8,7300,NA,NA,21.6,NA,NA,8.46,United Kingdom,1918,1,Abandoned
Armstrong Whitworth AW.35 Scimitar,NA,297.7279,NA,1341,NA,NA,3.66,7.62,1860,NA,355.66414,NA,548,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,10.06,United Kingdom,1935,6,Retired
Armstrong Whitworth Siskin,NA,NA,NA,935,NA,NA,3.1,7.72,NA,1366,251.05704,NA,NA,NA,NA,NA,NA,8230,NA,NA,27.22,NA,NA,10.11,United Kingdom,1919,272,Retired
Armstrong Whitworth Starling,NA,NA,NA,936,NA,7.7,3.2,7.67,1407,NA,257.4944,NA,343,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,9.55,United Kingdom,1927,2,Abandoned
Atlas Cheetah,4400,NA,NA,6599.7636,NA,29.971999999999998,4.498848,15.5448,NA,13698.4784,NA,NA,NA,NA,NA,NA,NA,17e3,NA,NA,34.996560099999996,NA,NA,8.220456,South Africa,1986,70,Operational
Austin Greyhound,NA,NA,NA,835,1378,NA,3.15,8.14,NA,NA,208,NA,239,NA,NA,NA,4.7,5790,NA,NA,37.2,NA,NA,11.89,United Kingdom,1919,3,Abandoned
Austin Osprey,NA,NA,NA,503,NA,NA,3.25,5.36,858,NA,NA,NA,172,NA,NA,NA,NA,5790,NA,NA,NA,NA,NA,7.01,United Kingdom,1918,1,Abandoned
Avia B-34,NA,NA,NA,1304.984184,1729.999888,NA,NA,7.010400000000001,NA,NA,315.43064,NA,NA,NA,NA,NA,3.6576000000000004,7010.4000000000005,NA,NA,23.876071,NA,NA,9.144,Czechoslovakia,1932,14,Retired
Avia B-35,NA,NA,NA,1690.083792,2199.9211999999998,NA,2.4384,8.2296,NA,NA,495.67672,NA,641.302,NA,NA,NA,13.004800000000001,NA,NA,55.778400000000005,NA,NA,NA,10.668000000000001,Czechoslovakia,1938,3,Abandoned
Avia B-534,9.979023999999999,NA,NA,NA,NA,7.924799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Czechoslovakia,1933,566,Retired
Avia B-634,NA,NA,NA,1304.984184,1729.999888,NA,NA,7.010400000000001,NA,NA,315.43064,NA,NA,NA,NA,NA,3.6576000000000004,7010.4000000000005,NA,NA,23.876071,NA,NA,9.144,Czechoslovakia,1936,1,Abandoned
Avia BH-17,NA,NA,NA,762.0345599999999,1154.845232,NA,NA,6.7056000000000004,NA,NA,234.96364,NA,231.167,NA,NA,NA,5.9436,7924.8,NA,NA,21.274787,NA,NA,9.144,Czechoslovakia,1924,24,Retired
Avia BH-19,NA,NA,NA,791.971632,1154.845232,NA,NA,7.315200000000001,NA,NA,244.61968,NA,231.167,NA,NA,NA,5.5372,7985.76,NA,NA,18.301891,NA,NA,10.668000000000001,Czechoslovakia,1924,2,Abandoned
Avia BH-21,NA,NA,NA,NA,NA,7.696199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Czechoslovakia,1925,184,Retired
Avia BH-3,NA,NA,NA,777.91028,1025.11792,NA,3.048,7.010400000000001,NA,NA,241.401,NA,137.9545,NA,NA,NA,7.9248,7802.88,NA,NA,15.79351,NA,NA,10.0584,Czechoslovakia,1921,14,Retired
Avia BH-33,NA,NA,NA,1117.197096,1559.902888,NA,3.048,7.010400000000001,NA,NA,299.33724,NA,432.50600000000003,NA,NA,NA,9.8552,8000.0856,NA,NA,25.455422,NA,NA,8.8392,Czechoslovakia,1927,110,Retired
Avia BH-4,NA,NA,NA,723.932832,1015.138896,NA,2.7432000000000003,6.4008,NA,NA,222.08892,NA,164.054,NA,NA,NA,4.1656,6705.6,NA,NA,15.79351,NA,NA,10.0584,Czechoslovakia,1922,1,Abandoned
Avia BH-6,NA,NA,NA,878.1541119999999,1179.792792,NA,2.7432000000000003,6.4008,NA,NA,220.47958,NA,223.71,NA,NA,NA,NA,7010.4000000000005,NA,NA,22.575429,NA,NA,9.7536,Czechoslovakia,1923,1,Abandoned
Avia BH-7,NA,NA,NA,855.02092,1150.762904,NA,2.7432000000000003,6.7056000000000004,NA,NA,239.79166,NA,172.2567,NA,NA,NA,6.664960000000001,7985.76,NA,NA,18.116084999999998,NA,NA,10.3632,Czechoslovakia,1923,2,Abandoned
Avia BH-8,NA,NA,NA,842.7739359999999,1143.05184,NA,2.7432000000000003,6.4008,NA,NA,222.08892,NA,172.2567,NA,NA,NA,5.6642,7985.76,NA,NA,22.110914,NA,NA,9.4488,Czechoslovakia,1923,1,Abandoned
Avia S-199,249.929192,NA,NA,2648.97728,NA,NA,2.4384,8.8392,NA,3739.86604,592.64,NA,NA,NA,NA,NA,11.176,8686.800000000001,NA,NA,16.165122,NA,NA,9.7536,Czechoslovakia,1947,603,Retired
Avro 527,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,166,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97,United Kingdom,1916,1,Abandoned
Avro 531 Spider,NA,NA,NA,437,688,NA,2.39,6.25,NA,NA,193,NA,97,NA,NA,NA,6.4,5970,NA,NA,17.6,NA,NA,8.69,United Kingdom,1918,2,Abandoned
Avro 566 Avenger,NA,209,NA,1074,NA,NA,3.12,7.77,1460,NA,290,NA,NA,NA,NA,NA,10.67,6700,NA,NA,22.7,NA,NA,9.75,United Kingdom,1926,1,Abandoned
Avro 584 Avocet,NA,NA,NA,733,NA,NA,3.57,7.5,1134,NA,214.83200000000002,NA,172,NA,NA,NA,NA,7e3,NA,NA,28.6,NA,NA,8.84,United Kingdom,1927,2,Abandoned
Beardmore W.B.III,NA,NA,NA,400,NA,NA,2.47,6.16,585,NA,166,NA,60,NA,NA,NA,2.7,3780,NA,NA,22.6,NA,NA,7.62,United Kingdom,1917,100,Retired
Beardmore W.B.IV,NA,NA,NA,891,NA,NA,NA,8.08,NA,NA,177,NA,149,NA,NA,NA,NA,4270,NA,NA,NA,NA,NA,10.92,United Kingdom,1917,1,Abandoned
Beardmore W.B.V,NA,NA,NA,845,1136,NA,NA,NA,NA,NA,180,NA,149,NA,NA,NA,NA,4270,NA,NA,36.6,NA,NA,NA,United Kingdom,1917,2,Abandoned
Bell P-39 Airacobra,NA,NA,NA,2955,NA,NA,3.8,9.2,3433,3800,626,NA,894,NA,NA,NA,193,10700,NA,NA,19.8,NA,NA,10.4,United States,1938,9584,Retired
Bell P-59 Airacomet,910,NA,NA,3704,NA,12.7,3.76,11.84,5008,6214,NA,NA,NA,NA,NA,NA,NA,14080,NA,NA,35.86,NA,NA,13.87,United States,1942,66,Retired
Bell P-63 Kingcobra,NA,NA,NA,3100,NA,NA,3.8,10,4e3,4900,660,NA,1340,NA,NA,NA,12.7,13100,NA,NA,23,NA,NA,11.7,United States,1942,3303,Retired
Bell XP-83,NA,NA,NA,6400,NA,12.7,4.65,13.67,10930,12500,838.956,NA,NA,NA,NA,NA,28.7,14e3,NA,NA,40,NA,NA,16.15,United States,1945,2,Abandoned
Berliner-Joyce P-16,NA,NA,NA,1240,NA,NA,3.1,8.59,NA,1800,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,10.36,United States,1930,26,Retired
Berliner-Joyce XF3J,NA,NA,NA,1232,1822,NA,3.28,6.99,NA,NA,336,NA,NA,NA,NA,NA,NA,7468,NA,NA,22.3,NA,NA,8.84,United States,1934,1,Abandoned
Berliner-Joyce XFJ,NA,NA,NA,928,1269,NA,2,6.27,NA,NA,277,NA,NA,NA,NA,NA,6.5,7254,NA,NA,16.63,NA,NA,8.53,United States,1930,1,Abandoned
Bernard SIMB AB 12,NA,NA,NA,NA,NA,7.696199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,1926,1,Abandoned
Bisnovat SK-2,NA,NA,NA,1849.748176,2300.165032,NA,NA,8.2296,NA,NA,664.65742,NA,NA,NA,NA,NA,19.230848,NA,NA,NA,9.569009,NA,NA,7.010400000000001,USSR,1940,1,Abandoned
Blackburn F.3,NA,NA,NA,1133,1794,NA,3.05,8.22,NA,NA,290,NA,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,United Kingdom,NA,1,Abandoned
Blackburn Lincock,NA,NA,NA,601,NA,7.7,2.24,5.94,NA,944,NA,NA,NA,NA,NA,NA,8.4,7010,NA,NA,15.79,NA,NA,6.86,United Kingdom,1928,7,Retired
Blackburn Turcock,NA,NA,NA,1035,1237,NA,2.72,7.42,NA,NA,NA,NA,332,NA,NA,NA,NA,8380,NA,NA,NA,NA,NA,9.49,United Kingdom,1927,1,Abandoned
Blériot 118,NA,NA,NA,NA,1739.978912,NA,2.7432000000000003,8.5344,NA,NA,199.55816,NA,134.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8016,France,1925,1,Abandoned
Blohm & Voss BV 40,NA,NA,NA,836.423648,949.821648,NA,1.524,5.486400000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6957208,NA,NA,7.62,Germany - 3rd Reich,1944,7,Abandoned
Boeing F/A-18E/F Super Hornet,NA,NA,NA,14552,NA,19.9898,4.88,18.31,21320,29937,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,46.5,NA,NA,13.62,United States,1995,534,Operational
Boeing F2B,NA,NA,NA,902,NA,NA,2.81,6.98,NA,1272,NA,NA,317,NA,NA,NA,9.6,6555,NA,NA,22.57,NA,NA,9.17,United States,1926,33,Retired
Boeing F3B,NA,NA,NA,988,NA,NA,2.79,7.57,NA,1336,NA,NA,317,NA,NA,NA,10.26,6555,NA,NA,25.55,NA,NA,10.06,United States,1928,74,Retired
Boeing F4B,111,257,NA,NA,NA,7.62,2.74,6.19,1220,NA,NA,NA,373,NA,NA,NA,NA,8016.240000000001,NA,NA,NA,NA,NA,9.14,United States,1928,187,Retired
Boeing FB,NA,NA,NA,878,NA,NA,2.4,7.1,1414,NA,NA,NA,315,NA,NA,NA,8.27,5768,NA,NA,24.1,NA,NA,9.7,United States,1923,44,Retired
Boeing Model 100,111,257,NA,NA,NA,7.62,2.74,6.19,1220,NA,NA,NA,373,NA,NA,NA,NA,8016.240000000001,NA,NA,NA,NA,NA,9.14,United States,1929,9,Retired
Boeing Model 218,111,257,NA,NA,NA,7.62,2.74,6.19,1220,NA,NA,NA,373,NA,NA,NA,NA,8016.240000000001,NA,NA,NA,NA,NA,9.14,United States,1929,1,Retired
Boeing Model 256,111,257,NA,NA,NA,7.62,2.74,6.19,1220,NA,NA,NA,373,NA,NA,NA,NA,8016.240000000001,NA,NA,NA,NA,NA,9.14,United States,1932,14,Retired
Boeing Model 267,111,257,NA,NA,NA,7.62,2.74,6.19,1220,NA,NA,NA,373,NA,NA,NA,NA,8016.240000000001,NA,NA,NA,NA,NA,9.14,United States,1933,9,Retired
Boeing P-26 Peashooter,NA,NA,NA,996,NA,NA,3.04,7.18,1524,NA,NA,NA,440,NA,NA,NA,3.65,8350,NA,NA,NA,NA,NA,8.5,United States,1932,151,Retired
Boeing P-29,NA,NA,NA,1265,NA,7.62,2.26,6.89,1660,NA,NA,NA,410,NA,NA,NA,NA,8900,NA,NA,19.8,NA,NA,9.73,United States,1934,3,Abandoned
Boeing PW-9,NA,NA,NA,878,NA,NA,2.4,7.1,1414,NA,NA,NA,315,NA,NA,NA,8.27,5768,NA,NA,24.1,NA,NA,9.7,United States,1923,114,Retired
Boeing X-32,NA,NA,NA,NA,NA,NA,5.28,13.72,NA,17200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,NA,NA,10.97,United States,2e3,2,Abandoned
Boeing XF5B,NA,257,NA,931,1246,NA,2.84,6.4,NA,NA,306,NA,391,NA,NA,NA,9.15,8428,NA,NA,14.61,NA,NA,9.29,United States,1930,1,Abandoned
Boeing XF6B,NA,274,NA,1281,1680,NA,3.22,6.73,NA,NA,322,NA,466,NA,NA,NA,6.04,NA,NA,NA,23.41,NA,NA,8.68,United States,1933,1,Abandoned
Boeing XF7B,NA,NA,NA,1265,NA,7.62,2.26,6.89,1660,NA,NA,NA,410,NA,NA,NA,NA,8900,NA,NA,19.8,NA,NA,9.73,United States,1933,1,Abandoned
Boeing XP-15,NA,257,NA,931,1246,NA,2.84,6.4,NA,NA,306,NA,391,NA,NA,NA,9.15,8428,NA,NA,14.61,NA,NA,9.29,United States,1930,1,Abandoned
Boeing XP-4,NA,193.1208,NA,1264,NA,NA,2.69,7.29,NA,1655,270.36912,NA,380,NA,NA,NA,7.1,6965,NA,NA,22.8,NA,NA,9.78,United States,1927,1,Abandoned
Boeing XP-7,NA,216,NA,1070,1479,NA,2.74,7.31,NA,NA,270,NA,NA,NA,NA,NA,7.2,6797,NA,NA,23.4,NA,NA,9.75,United States,1928,1,Abandoned
Boeing XP-8,NA,238.18232,NA,1084,NA,NA,2.74,7.14,NA,1552,283.24384,NA,448,NA,NA,NA,8.89,6386,NA,NA,24.15,NA,NA,9.17,United States,1928,1,Abandoned
Boeing XP-9,NA,289.6812,NA,1211,NA,NA,3,7.66,NA,1643,342.78942,NA,NA,NA,NA,NA,7.9,8170,NA,NA,19.51,NA,NA,11.13,United States,1930,1,Abandoned
Bolkhovitinov I-1,NA,NA,NA,NA,5651.7563199999995,NA,NA,13.1064,NA,NA,569.70636,NA,715.8720000000001,NA,NA,NA,NA,NA,NA,NA,26.01284,NA,NA,13.716000000000001,USSR,1940,1,Abandoned
Borovkov-Florov I-207,NA,NA,NA,1598.004616,1949.992008,NA,NA,6.096,NA,NA,436.13114,NA,671.13,NA,NA,NA,13.441680000000002,9150.096000000001,NA,NA,18.023182,NA,NA,6.7056000000000004,USSR,1937,8,Abandoned
Boulton & Paul Bobolink,NA,NA,NA,557,NA,7.7,2.54,6.1,904,NA,201,NA,172,NA,NA,NA,NA,5945,NA,NA,24.71,NA,36.6,8.84,United Kingdom,1918,1,Abandoned
Breda Ba.27,NA,NA,NA,1319.95272,1849.748176,NA,3.3528000000000002,7.62,NA,NA,379.80424,NA,402.678,NA,NA,NA,11.0744,9000.744,NA,NA,18.859309,NA,NA,10.668000000000001,Italy,1933,14,Retired
Bristol Badger,NA,NA,NA,885,1430,NA,2.77,7.21,NA,NA,228,NA,300,NA,NA,NA,NA,6280,NA,NA,33.2,NA,NA,11.2,United Kingdom,1919,5,Abandoned
Bristol Bulldog,9,NA,NA,1e3,NA,7.7,2.67,7.67,NA,1586,286.46252,NA,328,NA,NA,NA,NA,8930,NA,NA,28.5,NA,NA,10.3,United Kingdom,1928,443,Retired
Bristol Bullpup,NA,NA,NA,866,1293,NA,2.87,7.16,NA,NA,306,NA,358,NA,NA,NA,NA,NA,NA,NA,21.37,NA,NA,9.14,United Kingdom,1928,1,Abandoned
Bristol Jupiter Fighter,NA,151.27796,NA,1057,NA,NA,2.74,7.62,1477,NA,177.0274,NA,NA,NA,NA,NA,NA,6750,NA,NA,37.6,NA,NA,11.97,United Kingdom,1923,3,Abandoned
Bristol M.1 Bullet,NA,NA,NA,409,NA,NA,2.37,6.24,611,NA,209.2142,NA,82,NA,NA,NA,NA,6096,NA,NA,13.6,NA,NA,9.37,United Kingdom,1916,130,Retired
Bristol Scout,NA,NA,NA,358,NA,NA,2.59,6.3,542,NA,151,NA,60,NA,NA,NA,NA,4900,NA,NA,18.4,NA,NA,7.49,United Kingdom,1914,374,Retired
Bristol Scout F,NA,NA,NA,653,1025,NA,2.54,6.1,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,24.15,NA,NA,9.02,United Kingdom,1918,3,Abandoned
Bristol Type 123,NA,NA,NA,1497,2149,NA,2.9,7.67,NA,NA,378,NA,519,NA,NA,NA,NA,NA,NA,NA,23.04,NA,NA,9.02,United Kingdom,1934,1,Abandoned
Bristol Type 133,NA,NA,NA,1509,2149,NA,2.97,8.53,NA,NA,418,NA,477,NA,NA,NA,NA,NA,NA,NA,22.95,NA,NA,11.89,United Kingdom,1934,1,Abandoned
Bristol Type 146,NA,NA,NA,1490,2087,NA,3.15,8.23,NA,NA,462,NA,626,NA,NA,NA,NA,11613,NA,NA,20.44,NA,NA,11.89,United Kingdom,1938,1,Abandoned
CAC Boomerang,NA,NA,NA,2437,NA,19.9898,2.92,7.77,3492,NA,NA,NA,895,NA,NA,NA,14.9,8800,NA,NA,20.9,NA,NA,10.97,Australia,1942,250,Retired
CAC CA-15 Kangaroo,450,NA,NA,3427,NA,12.7,4.32,11.04,4309,5597,NA,NA,1517,NA,NA,NA,24.9,11887,NA,NA,23.5,NA,NA,10.97,Australia,1946,1,Abandoned
Canadian Car and Foundry FDB-1,NA,NA,NA,1306,NA,NA,NA,6.604,1859.7,NA,NA,NA,521.9,NA,NA,1066.8,NA,NA,NA,NA,NA,NA,NA,NA,Canada,1938,1,Abandoned
Caproni Ca.114,NA,NA,NA,1309.973696,1660.14672,NA,2.4384,7.62,NA,NA,355.66414,NA,NA,NA,NA,NA,12.4968,9500.616,NA,NA,25.641227999999998,NA,NA,10.3632,Italy,1933,36,Retired
Caproni Ca.165,NA,NA,NA,1850.65536,NA,NA,2.7432000000000003,7.9248,NA,2429.892344,464.85200000000003,NA,671.13,NA,NA,NA,NA,9997.44,NA,NA,21.39091575,NA,NA,9.144,Italy,1938,1,Abandoned
Caproni Ca.301,NA,NA,NA,1940.012984,NA,NA,2.7432000000000003,9.144,NA,NA,347.61744,NA,581.6460000000001,NA,NA,NA,NA,6498.336,NA,NA,NA,NA,NA,12.8016,Italy,1934,2,Abandoned
Caproni Ca.335,199.58048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,1939,1,Abandoned
Caproni Vizzola F.4,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,1940,1,Abandoned
Caproni Vizzola F.5,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,1939,14,Retired
Caudron C.714,NA,NA,NA,1394.7954,NA,NA,2.7432000000000003,8.5344,1880.13884,NA,461.148,NA,372.85,NA,NA,NA,NA,3998.976,NA,NA,12.541905,NA,NA,8.8392,France,1936,90,Retired
Caudron-Renault CR.760,NA,NA,NA,1394.7954,NA,NA,2.7432000000000003,8.5344,1880.13884,NA,461.148,NA,372.85,NA,NA,NA,NA,3998.976,NA,NA,12.541905,NA,NA,8.8392,France,1940,1,Abandoned
Caudron-Renault CR.770,NA,NA,NA,1394.7954,NA,NA,2.7432000000000003,8.5344,1880.13884,NA,461.148,NA,372.85,NA,NA,NA,NA,3998.976,NA,NA,12.541905,NA,NA,8.8392,France,1940,1,Abandoned
Chengdu J-10,NA,NA,NA,NA,NA,NA,5.428488,15.489936,12972.7312,19277.66,NA,NA,NA,NA,NA,NA,NA,17999.964,NA,NA,33.1013389,NA,NA,9.750552,China (PRC),1998,400,Operational
Chengdu J-7,NA,NA,NA,5292.057864,NA,NA,3.9624,NA,7538.6990399999995,9099.962704,NA,NA,NA,NA,NA,NA,195.00088000000002,17501.616,NA,NA,24.8794234,NA,NA,8.2296,China (PRC),1966,2400,Operational
Christmas Bullet,NA,NA,NA,826,953,NA,NA,6.4,NA,NA,NA,NA,138,NA,NA,NA,NA,4481,NA,NA,15.79,NA,NA,8.53,United States,1919,2,Abandoned
Chu X-PO,NA,NA,NA,NA,2990.078464,NA,3.6576000000000004,8.5344,NA,NA,503.72342,NA,894.84,NA,NA,NA,NA,9849.9168,NA,NA,21.9994304,NA,NA,11.277600000000001,Taiwan (ROC),1943,1,Abandoned
Comte AC-1,NA,NA,NA,920,NA,NA,3.12,7.13,NA,1320,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,Switzerland,1927,1,Abandoned
Convair XF-92,NA,NA,NA,4118,NA,NA,5.37,12.99,6626,NA,NA,NA,NA,NA,NA,NA,41.3,15450,NA,NA,39.5,NA,NA,9.55,United States,1948,1,Abandoned
Curtiss 18,NA,NA,NA,898,NA,NA,3.09,7.11,NA,NA,NA,NA,298,NA,NA,NA,NA,7010,NA,NA,26.75,NA,NA,9.75,United States,1918,5,Retired
Curtiss F11C Goshawk,NA,241,NA,1378,NA,NA,2.96,6.88,NA,1874,325,NA,522,NA,NA,NA,NA,7650,NA,NA,24.34,NA,NA,9.6,United States,1932,30,Retired
Curtiss F6C Hawk,NA,NA,NA,900,NA,NA,3.33,6.86,NA,1441,NA,NA,306,NA,NA,NA,NA,6980,NA,NA,23.42,NA,NA,11.43,United States,1923,75,Retired
Curtiss F7C Seahawk,NA,241,NA,931,NA,NA,2.96,6.88,NA,1262,249,NA,336,NA,NA,NA,9.45,6735,NA,NA,25.55,NA,NA,9.34,United States,1927,17,Retired
Curtiss P-1 Hawk,NA,198,NA,996,NA,NA,2.67,7.01,NA,1349,249,NA,324,NA,NA,NA,7.42,6340,NA,NA,23.41,NA,NA,9.6,United States,1925,146,Retired
Curtiss P-2 Hawk,NA,198,NA,996,NA,NA,2.67,7.01,NA,1349,249,NA,324,NA,NA,NA,7.42,6340,NA,NA,23.41,NA,NA,9.6,United States,1925,5,Retired
Curtiss P-36 Hawk,NA,NA,NA,NA,NA,NA,2.6,8.7,NA,NA,NA,NA,783,NA,NA,NA,17,9967,NA,NA,21.92,NA,NA,11.4,United States,1935,1115,Retired
Curtiss P-40 Warhawk,NA,435.22,NA,2753,NA,12.7,3.76,9.68,3760,4e3,574.12,NA,858,NA,NA,NA,11,8800,NA,NA,21.92,NA,NA,11.38,United States,1938,13738,Retired
